Groupe 1 : Bâtiments et Infrastructures Sportives;;;;;
Code;Désignation/Caractéristiques;Conditionnement;Minimum;Moyen;Maximum
03.1.1.7.1.8.014;Tiroir optique 19'' multimode 45 connecteurs sc rs;Unité;329 000;350 000;406 000
03.1.1.7.1.8.015;Tiroir optique 19'' multimode 6 connecteurs lc;Unité;71 000;75 000;87 000
03.1.1.7.1.9;Prise murale rj45;;;;
03.1.1.7.1.9.001;Prise murale rj45 Cat5e legrand utp 22.5X45;Unité;13 000;15 000;18 000
03.1.1.7.1.9.002;Prise murale rj45 Cat6 legrand 45X45 ftp;Unité;18 000;20 000;24 000
03.1.1.7.1.9.003;Prise murale rj45 Cat6 legrand 45X45 sftp;Unité;20 000;22 000;26 000
03.1.1.7.1.9.004;prise rj45 cat6 ftp pur legrand niloé;Unité;17 000;19 000;23 000
03.1.1.7.1.9.005;Prise téléphonique encastrable;Unité;13 000;15 000;18 000
03.1.1.7.1.9.006;Réglette téléphonique encastrable 10/2;Unité;27 000;30 000;36 000
03.1.1.7.1.10;Connecteurs;;;;
03.1.1.7.1.10.001;Connecteur  Optique FC;Unité;6 000;7 000;8 000
03.1.1.7.1.10.002;Connecteur  Optique LC;Unité;6 000;7 000;8 000
03.1.1.7.1.10.003;Connecteur  Optique SC;Unité;6 000;7 000;8 000
03.1.1.7.1.10.004;Connecteur  Optique ST;Unité;6 000;7 000;8 000
03.1.1.7.1.10.005;"Connecteur à fiche banane couleur, 2,5 mm2; 50 cm";Unité;4 000;5 000;6 000
03.1.1.7.1.10.006;Connecteur BNC Male rapide;Unité;2 500;3 000;3 500
03.1.1.7.1.10.007;Connecteur BNC pour câble SD;Unité;6 000;7 000;8 000
03.1.1.7.1.10.008;Connecteur fiche coupleur raccord BN;Jeu de 4;6 000;7 000;8 000
03.1.1.7.1.10.009;Connecteur RJ11;Jeu de 100;6 000;7 000;8 000
03.1.1.7.1.10.010;Connecteur RJ12;Jeu de 100;6 000;7 000;8 000
03.1.1.7.1.10.011;Connecteur RJ45;Jeu de 100;7 000;9 000;10 000
03.1.1.7.1.11;Coffret ou Baie informatique / Rack /Armoire;;;;
03.1.1.7.1.11.001;Coffret ou baie informatique 3U largeur 35 cm;Unité;27 000;32 000;36 000
03.1.1.7.1.11.002;Coffret ou baie informatique 4U largeur 35 cm;Unité;35 000;42 000;47 000
03.1.1.7.1.11.004;Coffret ou baie informatique 9U largeur 35 cm;Unité;116 000;138 000;156 000
03.1.1.7.1.11.005;Coffret ou baie réseau 22 U 600 x 600 mm;Unité;168 000;200 000;226 000
03.1.1.7.1.11.006;Coffret ou baie réseau 22 U 800 x 800 mm;Unité;252 000;300 000;339 000
03.1.1.7.1.11.007;Coffret ou baie réseau 27bU 600 x 600 mm;Unité;336 000;400 000;452 000
03.1.1.7.1.11.008;Coffret ou baie réseau 32 U 600 x 600 mm;Unité;399 000;475 000;537 000
03.1.1.7.1.11.009;Coffret ou baie réseau 42 U 800 x 800 mm;Unité;657 000;730 000;854 000
03.1.1.7.1.11.010;Coffret ou baie serveur 18 U 600 x 1000 mm;Unité;594 000;660 000;772 000
03.1.1.7.1.11.011;Coffret ou baie serveur 27 U 600 x 1000 mm;Unité;648 000;720 000;842 000
03.1.1.7.1.11.012;Coffret ou baie serveur 32 U 600 x 1000 mm;Unité;666 000;740 000;866 000
03.1.1.7.1.11.013;Coffret ou baie serveur 42 U 600 x 1100 mm;Unité;864 000;960 000;1 123 000
03.1.1.7.1.11.014;Coffret ou baie-Rack  42 U HP Enterprise Advanced G2 126 x 200 Cm;Unité;1 525 000;1 605 000;1 878 000
03.1.1.7.1.11.015;Coffret ou baie-Rack Amovible HP 42 U 1075mm i-series pallet rack;Unité;2 470 000;2 600 000;3 042 000
03.1.1.7.2;INCENDIE SECURITE;;;;
03.1.1.7.2.0.001;Fourniture et pose de tableau de détection incendie conventionnelle, 2-4-8 zones;Unité;450 000;484 900;504 700
03.1.1.7.2.0.002;Fourniture et pose de tableau de détection incendie adressable 4 boucles y compris accessoires, battérie incluses;Unité;830 000;858 335;900 000
03.1.1.7.2.0.003;Fourniture et pose de tableau de détection incendie adressable 8 boucles y compris accessoires, battérie incluses;Unité;1 500 000;1 616 665;1 750 000
03.1.1.7.2.0.004;Fourniture et pose de câble C2 1 paire 9/10ème pour le câblage des déclencheurs manuels , détecteurs de fumée et des indicateurs d'action;ml;12 500;13 750;15 000
03.1.1.7.2.0.005;Fourniture et pose de câble résistant au feu CR1 2x1.5 mm² pour pour le câblage des diffuseurs sonores;ml;12 500;13 750;15 000
03.1.1.7.2.0.006;Fourniture et pose de détecteur  optique de fumée;Unité;40 000;42 500;45 000
03.1.1.7.2.0.007;Fourniture et pose de déclencheur manuel;Unité;12 500;13 750;15 000
03.1.1.7.2.0.009;Fourniture et pose d'avertisseur sonore;Unité;12 500;13 750;15 000
03.1.1.7.2.0.010;Fourniture et pose bloc autonome  d'éclairage d'ambiances de 360 lumens autonomie 1h;Unité;12 500;13 750;15 000
03.1.1.7.2.0.011;Fourniture et pose bloc autonome  d'éclairage de sécurité avec étiquette 60 lumens autonomie 1h;Unité;12 500;13 750;15 000
03.1.1.7.2.0.012;Fourniture et pose  RIA DN=33 cm et L=30 m;Unité;600 000;640 875;700 000
03.1.1.7.2.0.013;Fourniture et pose  surpresseur incendie de 8m³/h;Unité;650 000;676 650;700 000
03.1.1.7.2.0.014;Fourniture et pose extincteur sur roue à poudre polyvalent ABC de 5 kg;Unité;55 000;58 725;60 000
03.1.1.7.2.0.015;Fourniture et pose extincteur sur roue à poudre polyvalent ABC de 10 kg;Unité;73 000;74 015;75 000
03.1.1.7.2.0.016;Fourniture et pose extincteur sur roue à poudre polyvalent ABC de 15 kg;Unité;105 000;113 500;120 000
03.1.1.7.2.0.017;Fourniture et pose extincteur sur roue à poudre polyvalent ABC de 20 kg;Unité;135 000;142 035;145 000
03.1.1.7.2.0.018;Fourniture et pose extincteur sur roue à poudre polyvalent ABC de 25 kg;Unité;185 000;190 000;200 000
03.1.1.7.2.0.019;Fourniture et pose extincteur sur roue à poudre polyvalent ABC de 50 kg;Unité;386 100;394 965;400 000
03.1.1.7.2.0.020;Fourniture et pose extincteur sur roue à pulvérisée eau de 5 l;Unité;64 300;66 390;70 000
03.1.1.7.2.0.021;Fourniture et pose extincteur sur roue à eau pulvérisée de 10 l;Unité;70 000;74 140;76 250
03.1.1.7.2.0.022;Fourniture et pose extincteur sur roue à eau pulvérisée de 15 l;Unité;110 000;116 250;120 000
03.1.1.7.2.0.023;Fourniture et pose extincteur sur roue à eau pulvérisée de 20 l;Unité;135 000;144 800;150 000
03.1.1.7.2.0.024;Fourniture et pose extincteur sur roue à eau pulvérisée de 25 l;Unité;185 800;193 325;200 000
03.1.1.7.2.0.025;Fourniture et pose extincteur sur roue à eau pulvérisée de 50 l;Unité;387 500;421 875;450 000
03.1.1.7.2.0.026;Fourniture et pose extincteur portatif à eau pulvérisée de 6 l;Unité;65 000;69 375;75 000
03.1.1.7.2.0.027;Fourniture et pose extincteur portatif à eau pulvérisée de 9 l;Unité;78 000;84 525;90 000
03.1.1.7.2.0.029;Fourniture et pose extincteur portatif à poudre polyvalent ABC de 9kg;Unité;87 000;88 835;90 000
03.1.1.7.2.0.030;Fourniture et pose extincteur portatif  au dioxyde de carbone C02 de 6kg;Unité;65 000;66 575;70 000
03.1.1.7.2.0.031;Fourniture et pose extincteur portatif  au dioxyde de carbone C02 de 9kg;Unité;81 665;85 890;90 000
03.1.1.7.2.0.032;Fourniture et pose de panneau de consigne de sécurité incendie;Unité;62 500;65 750;72 000
03.1.1.7.2.0.033;Fourniture et pose de plan d'évacuation et d'intervention format A3 rigide resistant à l'eau;Unité;83 600;87 150;90 000
03.1.1.7.3;PLOMBERIE SANITAIRE;;;;
03.1.1.7.3.0.001;Dispositif en béton armé pour lave main;Unité;60 000;65 000;70 000
03.1.1.7.3.0.002;Tuyauteries d'alimentation type PPR, y compris  accessoires de pose et de raccordement (Ø25);ml;2 000;2 075;2 250
03.1.1.7.3.0.003;Tuyauteries d'alimentation type PPR, y compris  accessoires de pose et de raccordement (Ø32);ml;2 000;2 110;2 250
03.1.1.7.3.0.004;Tuyauteries d'alimentation type PPR, y compris  accessoires de pose et de raccordement (Ø63);ml;5 750;6 235;6 600
03.1.1.7.3.0.005;Tuyauteries d'évacuation type PVC, y compris  accessoires de pose et de raccordement (Ø63);ml;1 500;1 575;1 650
03.1.1.7.3.0.006;Tuyauteries d'évacuation type PVC, y compris  accessoires de pose et de raccordement (Ø100);ml;1 565;2 500;2 750
03.1.1.7.3.0.007;Tuyauteries d'évacuation type PVC, y compris  accessoires de pose et de raccordement (Ø120);ml;8 500;8 650;8 800
03.1.1.7.3.0.008;Tuyauteries d'évacuation type PVC, y compris  accessoires de pose et de raccordement (Ø200);ml;10 650;10 800;10 950
03.1.1.7.3.0.010;Fosse septique 15 usagers (fosse + drain + puisard);Unité;650 000;675 000;700 000
03.1.1.7.3.0.011;Fosse septique 20 usagers (fosse + drain + puisard);Unité;830 000;872 500;915 000
03.1.1.7.3.0.012;Fosse septique 30 usagers (fosse + drain + puisard);Unité;1 375 000;1 446 675;1 500 000
03.1.1.7.3.0.013;Fosse septique 40 usagers (fosse + drain + puisard);Unité;1 625 000;1 696 675;1 750 000
03.1.1.7.3.0.014;Fosse septique 60 usagers (fosse + drain + puisard);Unité;2 453 200;2 625 800;2 850 000
03.1.1.7.3.0.015;Fosse septique 90 usagers (fosse + drain + puisard);Unité;2 803 200;2 975 800;3 200 000
03.1.1.7.3.0.016;Fosse septique 150 usagers (fosse + drain + puisard);Unité;3 303 200;3 475 800;3 700 000
03.1.1.7.3.0.017;Fosse septique 200 usagers (fosse + drain + puisard);Unité;4 553 200;4 725 800;4 950 000
03.1.1.7.3.0.018;Fourniture et pose cabine de douche y compris toutes sujétions;Unité;600 000;640 000;700 000
03.1.1.7.3.0.019;Fourniture et pose de Baignoire type rectangulaire standard y compris toutes sujétions;Unité;450 000;474 000;500 000
03.1.1.7.3.0.020;Fourniture et pose de Colonne orientable de douche y compris toutes sujétions;Unité;17 000;17 800;19 000
03.1.1.7.3.0.021;Fourniture et pose de Glace de lavabo y compris toutes sujétions;Unité;9 000;9 500;10 000
03.1.1.7.3.0.022;Fourniture et pose de Gouttière en PVC y compris toutes sujétions;ml;680;722;750
03.1.1.7.3.0.023;Fourniture et pose de lavabo  complet  de 40 y compris toutes sujétions;Unité;215 000;233 000;250 000
03.1.1.7.3.0.024;Fourniture et pose de lavabo  complet  de 60 y compris toutes sujétions;Unité;225 000;243 000;260 000
03.1.1.7.3.0.025;Fourniture et pose de lavabo complet de 40  encastré  y compris toutes sujétions;Unité;240 000;258 000;275 000
03.1.1.7.3.0.026;Fourniture et pose de lavabo complet de 60 encastré y compris toutes sujétions;Unité;255 000;273 000;290 000
03.1.1.7.3.0.028;Fourniture et pose de robinet mitiger y compris toutes sujétions;Unité;25 000;26 040;27 700
03.1.1.7.3.0.029;Fourniture et pose de robinet mélangeur y compris toutes sujétions;Unité;25 000;26 040;27 700
03.1.1.7.3.0.030;Fourniture et pose de Porte papier hygiénique y compris toutes sujétions;Unité;4 000;4 150;4 500
03.1.1.7.3.0.031;Fourniture et pose de Porte savon y compris toutes sujétions;Unité;4 000;4 150;4 500
03.1.1.7.3.0.032;Fourniture et pose de Porte serviette y compris toutes sujétions;Unité;7 500;7 700;8 000
03.1.1.7.3.0.033;Fourniture et pose de receveur de douche y compris toutes sujétions;Unité;12 500;13 700;15 000
03.1.1.7.3.0.034;Fourniture et pose de siphon de sol y compris toutes sujétions;Unité;1 750;1 900;2 000
03.1.1.7.3.0.035;Fourniture et pose de réservoir d'eau en plastique (polytank ou équivalent) de 1000l y compris accessoires de pose;Unité;325 000;344 000;375 000
03.1.1.7.3.0.036;Fourniture et pose de réservoir d'eau en plastique (polytank) de 2000l y compris accessoires de pose;Unité;450 000;469 000;500 000
03.1.1.7.3.0.037;Fourniture et pose de réservoir d'eau en plastique (polytank) de 5000l y compris accessoires de pose;Unité;495 000;514 000;545 000
03.1.1.7.3.0.038;Fourniture et pose de Urinoir y compris toutes sujétions;Unité;75 000;78 120;85 000
03.1.1.7.3.0.039;Fourniture et pose de vidoirs y compris toutes sujétions;Unité;75 000;78 120;85 000
03.1.1.7.3.0.040;Fourniture et pose de WC à la turc y compris toutes sujétions;Unité;75 000;78 120;85 000
03.1.1.7.3.0.041;Fourniture et pose de WC à l'anglaise chasse basse poussoir double y compris toutes sujétions;Unité;105 000;113 730;120 000
03.1.1.7.3.0.042;Fourniture et pose de WC à l'anglaise chasse basse poussoir simple y compris toutes sujétions;Unité;120 000;121 500;125 000
03.1.1.7.3.0.043;Fourniture et pose d'évier double bac pour cuisine en acier ionxydable avec accessoires y compris toutes sujétions;Unité;100 000;105 220;115 000
03.1.1.7.3.0.045;Fourniture et pose d'évier un bac en acier ionxydable y compris toutes sujétions;Unité;95 000;103 000;112 500
03.1.1.7.3.0.046;Fourniture et pose d'évier un bac en porcelaine y compris toutes sujétions;Unité;120 000;127 500;135 000
03.1.1.7.3.0.047;Fourniture et pose de reducteur en  galva 5/10;Unité;250;275;300
03.1.1.7.3.0.048;Fourniture et pose de reducteur en  galva 8/13;Unité;375;400;425
03.1.1.7.3.0.049;Fourniture et pose de reducteur en  galva 12/17;Unité;500;525;550
03.1.1.7.3.0.050;Fourniture et pose de reducteur en  galva 15/21;Unité;625;650;675
03.1.1.7.3.0.051;Fourniture et pose de reducteur en  galva de 16;Unité;1 625;1 650;1 675
03.1.1.7.3.0.052;Fourniture et pose de reducteur en  galva de 20/27;Unité;1 975;2 000;2 025
03.1.1.7.3.0.053;Fourniture et pose de reducteur en  galva de 26/34;Unité;2 325;2 350;2 375
03.1.1.7.3.0.054;Fourniture et pose de reducteur en  galva de 33/42;Unité;2 675;2 700;2 725
03.1.1.7.3.0.055;Fourniture et pose de reducteur en  galva de 40;Unité;3 425;3 450;3 475
03.1.1.7.3.0.056;Fourniture et pose de reducteur en  galva de 40/49;Unité;3 500;3 655;3 725
03.1.1.7.3.0.057;Fourniture et pose de reducteur en  galva de 50;Unité;3 600;3 755;3 825
03.1.1.7.3.0.058;Fourniture et pose de reducteur en  galva de 50/60;Unité;3 700;3 855;3 925
03.1.1.7.3.0.059;Fourniture et pose de reducteur en  galva de 60/70;Unité;3 800;3 955;4 025
03.1.1.7.3.0.060;Fourniture et pose de reducteur en  galva de 63;Unité;3 900;4 055;4 125
03.1.1.7.3.0.061;Fourniture et pose de reducteur en  galva de 66/76;Unité;4 000;4 155;4 225
03.1.1.7.3.0.062;Fourniture et pose de reducteur en  galva de 75;Unité;4 100;4 255;4 325
03.1.1.7.3.0.063;Fourniture et pose de reducteur en  galva de 80/90;Unité;4 200;4 355;4 425
03.1.1.7.3.0.064;Fourniture et pose de reducteur en  galva de 92/102;Unité;4 300;4 455;4 525
03.1.1.7.3.0.065;Fourniture et pose de reducteur en  galva de 100;Unité;4 400;4 555;4 625
03.1.1.7.3.0.066;Fourniture et pose de reducteur en  galva de 102/114;Unité;4 500;4 655;4 725
03.1.1.7.3.0.067;Fourniture et pose de reducteur en  galva de 110;Unité;4 600;4 755;4 825
03.1.1.7.3.0.068;Fourniture et pose de reducteur en  galva de 127/140;Unité;4 700;4 855;4 925
03.1.1.7.3.0.069;Fourniture et pose de reducteur en  galva de 127/141;Unité;4 800;4 955;5 025
03.1.1.7.3.0.071;Regard  d'évacuation 100x100x50 cm en agglos pleins de 10x20x40 avec couvercle en béton y compris toutes sujétions;Unité;25 000;26 000;27 500
03.1.1.7.3.0.072;Regard de visite EU/EV 40x40x40 avec dalle de couverture en béton armé y compris toutes sujétions;Unité;30 000;31 000;32 500
03.1.1.7.3.0.073;Realisation d'un puisard de diametre 1,5 m et profondeur 2 m y compris toutes sujetions;Unité;125 000;137 000;150 000
03.1.1.7.3.0.074;Tuyaux PVC de Ø=100 avec grillage anti-moustiquaire pour ventilation des fosses y compris toutes sujétions;ml;1 300;1 430;1 500
03.1.1.8;REVETEMENT-CARRELAGE-ETANCHEITE;;;;
03.1.1.8.0.0.001;Fourniture et pose de carreaux grés cérame mât 10x60 cm;m²;13 500;14 260;15 000
03.1.1.8.0.0.002;Fourniture et pose de carreaux grés cérame mât 15x15 cm;m²;13 500;14 260;15 000
03.1.1.8.0.0.003;Fourniture et pose de carreaux grés cérame mât 20x20 cm;m²;13 500;14 260;15 000
03.1.1.8.0.0.004;Fourniture et pose de carreaux grés cérame mât 20x30 cm;m²;13 500;14 260;15 000
03.1.1.8.0.0.005;Fourniture et pose de carreaux grés cérame mât 30x30 cm;m²;13 500;14 260;15 000
03.1.1.8.0.0.006;Fourniture et pose de carreaux grés cérame mât 40x40 cm;m²;13 500;14 260;15 000
03.1.1.8.0.0.007;Fourniture et pose de carreaux grés cérame  mât 50x50 cm;m²;13 500;14 260;15 000
03.1.1.8.0.0.008;Fourniture et pose de carreaux grés cérame mât 60x60 cm;m²;13 500;14 260;15 000
03.1.1.8.0.0.009;Fourniture et pose de carreaux grés cérame émaillé 10x60 cm;m²;18 000;18 900;20 000
03.1.1.8.0.0.010;Fourniture et pose de carreaux grés cérame émaillé  15x15 cm;m²;18 000;18 900;20 000
03.1.1.8.0.0.011;Fourniture et pose de carreaux grés cérame émaillé  20x20 cm;m²;18 000;18 900;20 000
03.1.1.8.0.0.012;Fourniture et pose de carreaux grés cérame émaillé 20x30 cm;m²;18 000;18 900;20 000
03.1.1.8.0.0.013;Fourniture et pose de carreaux grés cérame émaillé 30x30 cm;m²;18 000;18 900;20 000
03.1.1.8.0.0.014;Fourniture et pose de carreaux grés cérame émaillé 40x40 cm;m²;18 000;18 900;20 000
03.1.1.8.0.0.015;Fourniture et pose de carreaux grés cérame  émaillé 50x50 cm;m²;18 000;18 900;20 000
03.1.1.8.0.0.016;Fourniture et pose de carreaux grés cérame émaillé  60x60 cm;m²;18 000;18 900;20 000
03.1.1.8.0.0.017;Fourniture et pose de carreaux grés cérame antidérapant 20x20 cm;m²;9 500;10 260;11 000
03.1.1.8.0.0.019;Fourniture et pose de carreaux grés cérame antidérapant 30x30 cm;m²;14 000;14 900;16 000
03.1.1.8.0.0.020;Fourniture et pose de carreaux grés cérame antidérapant 40x40 cm;m²;14 000;14 900;16 000
03.1.1.8.0.0.021;Fourniture et pose de carreaux grés cérame antidérapant 50x50 cm;m²;14 000;14 900;16 000
03.1.1.8.0.0.022;Fourniture et pose de carreaux grés cérame antidérapant 60x60 cm;m²;14 000;14 900;16 000
03.1.1.8.0.0.023;Fourniture et pose de carreaux grés cérame polis  10x60 cm;m²;20 200;21 100;22 200
03.1.1.8.0.0.024;Fourniture et pose de carreaux grés cérame polis 15x15 cm;m²;20 200;21 100;22 200
03.1.1.8.0.0.025;Fourniture et pose de carreaux grés cérame polis  20x20 cm;m²;20 200;21 100;22 200
03.1.1.8.0.0.026;Fourniture et pose de carreaux grés cérame polis 20x30 cm;m²;20 200;21 100;22 200
03.1.1.8.0.0.027;Fourniture et pose de carreaux grés cérame polis  30x30 cm;m²;20 200;21 100;22 200
03.1.1.8.0.0.028;Fourniture et pose de carreaux grés cérame polis  40x40 cm;m²;20 200;21 100;22 200
03.1.1.8.0.0.029;Fourniture et pose de carreaux grés cérame polis  50x50 cm;m²;20 200;21 100;22 200
03.1.1.8.0.0.030;Fourniture et pose de carreaux grés cérame polis  60x60 cm;m²;20 200;21 100;22 200
03.1.1.8.0.0.031;Fourniture et pose de carreaux faïence 10x10 cm;m²;8 000;8 800;9 500
03.1.1.8.0.0.032;Fourniture et pose de carreaux faïence 15x15 cm;m²;8 000;8 800;9 500
03.1.1.8.0.0.033;Fourniture et pose de carreaux faïence 20x20 cm;m²;8 000;8 800;9 500
03.1.1.8.0.0.034;Fourniture et pose de carreaux faïence 20x30 cm;m²;8 000;8 800;9 500
03.1.1.8.0.0.035;Fourniture et pose de carreaux faïence 30x30 cm;m²;8 000;8 800;9 500
03.1.1.8.0.0.036;Fourniture et pose de carreaux faïence 40x40 cm;m²;8 000;8 800;9 500
03.1.1.8.0.0.037;Fourniture et pose de moquette y compris toute sujétion;m²;8 000;8 800;10 000
03.1.1.8.0.0.038;Fourniture et pose de bitume pour étanchéité multicouche y compris toutes sujétions;m²;22 400;22 980;25 000
03.1.1.8.0.0.039;Fourniture et pose de complexe d'étanchéité avec surface de finition en irène y compris toutes sujétions;m²;22 400;22 980;25 000
03.1.1.9;CHARPENTE COUVERTURE-PEINTURE;;;;
03.1.1.9.1;CHARPENTE COUVERTURE;;;;
03.1.1.9.1.0.001;Confection, fourniture et pose des platines pour fixation des IPN y compris toute sujétion;Unité;8 500;9 100;10 000
03.1.1.9.1.0.002;Fourniture et pose de  crochet complet;Unité;500;515;530
03.1.1.9.1.0.003;Fourniture et pose échantignole métallique traité de l'antirouille;Unité;20 750;21 815;23 500
03.1.1.9.1.0.004;Fourniture et pose de tôle faitière;m²;8 900;9 350;10 000
03.1.1.9.1.0.005;Fourniture et pose de bande feutre bitumineux sur panne;ml;4 000;4 165;4 250
03.1.1.9.1.0.006;Fourniture et pose de charpente bois rouge en chevron 8x8 cm;ml;2 300;2 500;2 700
03.1.1.9.1.0.007;Fourniture et pose de charpente en basting;ml;13 500;14 250;15 000
03.1.1.9.1.0.008;Fourniture et pose de ferme métallique en cornière accolée de 40;ml;115 000;125 000;135 000
03.1.1.9.1.0.009;Fourniture et pose de couverture en tôle bac  galva 35/100 quatre  ondulations y compris toutes sujétions de pose;m²;5 125;5 475;6 000
03.1.1.9.1.0.010;Fourniture et pose de couverture en tôle bac  galva 35/100 trois ondulations y compris toutes sujétions de pose y compris toutes sujétions de pose;m²;5 875;6 225;6 750
03.1.1.9.1.0.011;Fourniture et pose de couverture en tôle bac alu 35/100 quatre ondulations y compris toutes sujétions de pose;m²;5 700;5 815;6 000
03.1.1.9.1.0.012;Fourniture et pose de couverture en tôle bac alu 35/100 trois ondulations y compris toutes sujétions de pose;m²;6 450;6 565;6 750
03.1.1.9.1.0.013;Fourniture et pose de couverture en tôle bac  galva 45/100 quatre  ondulations y compris toutes sujétions de pose;m²;6 500;6 685;6 800
03.1.1.9.1.0.015;Fourniture et pose de couverture en tôle bac alu 45/100 quatre ondulations y compris toutes sujétions de pose;m²;6 500;6 750;7 000
03.1.1.9.1.0.016;Fourniture et pose de couverture en tôle bac alu 45/100 trois ondulations y compris toutes sujétions de pose;m²;6 500;6 750;7 000
03.1.1.9.1.0.017;Fourniture et pose de couverture en tôle bac alu 60/100 quatre ondulations y compris toutes sujétions de pose;m²;13 000;14 000;15 000
03.1.1.9.1.0.018;Fourniture et pose de couverture en tôle bac alu 60/100 trois ondulations y compris toutes sujétions de pose;m²;13 000;14 000;15 000
03.1.1.9.1.0.019;Fourniture et pose de couverture en tôle bac alu zinc 35/100 quatre ondulationsy compris toutes sujétions de pose;m²;5 700;5 815;6 000
03.1.1.9.1.0.020;Fourniture et pose de couverture en tôle bac alu zinc 35/100 trois ondulations y compris toutes sujétions de pose;m²;6 700;6 815;7 000
03.1.1.9.1.0.021;Fourniture et pose de couverture en tôle bac alu zinc 45/100 quatre ondulationsy compris toutes sujétions de pose;m²;7 700;7 815;8 000
03.1.1.9.1.0.022;Fourniture et pose de couverture en tôle bac alu zinc 45/100 trois ondulations y compris toutes sujétions de pose;m²;8 700;8 815;9 000
03.1.1.9.1.0.023;Fourniture et pose de couverture en tôle bac alu zinc 60/100 quatre ondulations y compris toutes sujétions de pose;m²;14 000;14 665;15 000
03.1.1.9.1.0.024;Fourniture et pose de couverture en tôle bac alu zinc 60/100 trois ondulations y compris toutes sujétions de pose;m²;15 000;15 665;16 000
03.1.1.9.1.0.025;Fourniture et pose de couverture en tôle bac translucide 60/100 quatre ondulations y compris toutes sujétions de pose;m²;16 000;16 665;17 000
03.1.1.9.1.0.026;Fourniture et pose de couverture en tôle ondulée y compris toutes sujétions de pose;m²;4 500;4 750;5 000
03.1.1.9.1.0.027;Fourniture et pose de couverture en tôle prelaquée 60/100 quatre ondulations y compris toutes sujétions de pose;m²;15 000;15 665;16 000
03.1.1.9.1.0.029;Fourniture et pose de couverture tôle en panneau sandwich de 5cm d'épaissuer y compris toutes sujétions de pose;m²;40 000;42 500;45 000
03.1.1.9.1.0.030;Fourniture et pose de couverture en tuile cuite;m²;21 500;22 000;22 500
03.1.1.9.1.0.031;Fourniture et pose de couverture tuile metallique prelaquée 60/100 y compris toutes sujétions de pose;m²;15 000;15 500;16 000
03.1.1.9.1.0.032;Fourniture et pose de Faîtière en tôle translucide;Unité;13 000;13 250;13 500
03.1.1.9.1.0.033;Fourniture et pose de panne en IPE 80 traité à l'antirouille;ml;14 500;14 800;15 000
03.1.1.9.1.0.034;Fourniture et pose de panne en IPE 80 traité à l'antirouille;kg;2 500;2 610;2 700
03.1.1.9.1.0.035;Fourniture et pose de panne en IPE 100 traité de l'antirouille;ml;15 000;15 635;16 000
03.1.1.9.1.0.036;Fourniture et pose de panne en IPE 100 traité de l'antirouille;kg;2 500;2 610;2 700
03.1.1.9.1.0.037;Fourniture et pose de panne en IPE 120 traité à l'antirouille;ml;17 000;17 500;18 000
03.1.1.9.1.0.038;Fourniture et pose de panne en IPE 120 traité à l'anti rouille;kg;2 500;2 610;2 700
03.1.1.9.1.0.039;Fourniture et pose de panne en IPE 140  traité à l'antirouille;ml;18 000;18 500;19 000
03.1.1.9.1.0.040;Fourniture et pose de panne en IPE 140 traité à l'antirouille;kg;2 500;2 610;2 700
03.1.1.9.1.0.041;Fourniture et pose de panne en IPN 80  traité à l'antirouille;ml;14 400;14 635;15 000
03.1.1.9.1.0.042;Fourniture et pose de panne en IPN 80 traité à l'antirouille;kg;2 500;2 610;2 700
03.1.1.9.1.0.043;Fourniture et pose de panne en IPN 100  traité de l'antirouille;ml;15 000;15 300;15 500
03.1.1.9.1.0.044;Fourniture et pose de panne en IPN 100 traité de l'antirouille;kg;2 500;2 610;2 700
03.1.1.9.1.0.045;Fourniture et pose de panne en IPN 120  traité à l'antirouille;ml;16 500;17 165;17 500
03.1.1.9.1.0.046;Fourniture et pose de panne en IPN 120 traité à l'antirouille;kg;2 500;2 610;2 700
03.1.1.9.1.0.047;Fourniture et pose de panne en IPN 140  traité à l'antirouille;ml;16 500;17 415;18 000
03.1.1.9.1.0.048;Fourniture et pose de panne en IPN 140 traité à l'antirouille;kg;2 500;2 610;2 700
03.1.1.9.1.0.049;Fourniture et pose de panne en tube métallique rectangulaire de 100x60 cm d'épaisseur 3 mm traité de l'antirouille;ml;4 900;5 050;5 250
03.1.1.9.1.0.050;Fourniture et pose de panne en tube métallique rectangulaire de 60x60 cm d'épaisseur 3 mm traité de l'antirouille;ml;5 000;5 140;5 250
03.1.1.9.1.0.052;Fourniture et pose de panne en tube métallique rectangulaire de 80x40 cm d'épaisseur 3 mm  traité de l'antirouille;ml;5 000;5 140;5 250
03.1.1.9.2;PEINTURE;;;;
03.1.1.9.2.0.001;Enduit platre;m²;2 750;2 990;3 250
03.1.1.9.2.0.002;Peinture à eau;m²;3 250;3 490;3 750
03.1.1.9.2.0.003;Peinture acrylique (à eau lavable);m²;3 750;3 990;4 250
03.1.1.9.2.0.004;Peinture vinylique;m²;2 500;2 575;2 750
03.1.1.9.2.0.005;Peinture à huile;m²;3 500;3 740;4 000
03.1.1.9.2.0.006;Peinture glycérophtalique;m²;4 000;4 240;4 500
03.1.1.9.2.0.007;Peinture polyuréthane;m²;4 500;4 740;5 000
03.1.1.9.2.0.008;Peinture plastique de finition à grain fin ou gros grin y compris fixateur et toute sujétion de pose (marmorex ou équivalent);m²;8 500;9 095;10 000
03.1.1.9.2.0.009;Peinture plastique de finition frotassé y compris fixateur et toute sujétion de pose;m²;8 500;9 095;10 000
