Groupe 1 : Bâtiments et Infrastructures Sportives;;;;;
Code;Désignation/Caractéristiques;;Minimum;Moyen;Maximum
03.1.3.4.0.140;Fourniture et pose de serrure (à clé) à poignée à 5 points;Unité;27 500;35 000;42 500
03.1.3.4.0.141;Fourniture et pose de serrure (à clé) à poignée à crémone;Unité;150 000;183 335;225 000
03.1.3.4.0.142;Fourniture et pose de serrure (à clé) carénée à 3 points;Unité;22 500;29 100;37 500
03.1.3.4.0.143;Fourniture et pose de serrure (à clé) carénée à 5 points;m²;27 500;35 000;42 500
03.1.3.4.0.144;Fourniture et pose de serrure (à clé) carénée à crémone;m²;150 000;183 335;225 000
03.1.3.4.0.145;Fourniture et pose de serrure (à clé) en applique à 3 points;Unité;22 500;29 100;37 500
03.1.3.4.0.146;Fourniture et pose de serrure (à clé) en applique à 5 points;Unité;27 500;35 000;42 500
03.1.3.4.0.147;Fourniture et pose de serrure (à clé) en applique à crémone;Unité;150 000;183 335;225 000
03.1.3.4.0.148;Fourniture et pose de Serrure (à clé) encastrable à 3 points;Unité;22 500;29 100;37 500
03.1.3.4.0.149;Fourniture et pose de serrure (à clé) encastrable à 3 points;Unité;22 500;29 100;37 500
03.1.3.4.0.150;Fourniture et pose de serrure (à clé) encastrable à 5 points;Unité;27 500;35 000;42 500
03.1.3.4.0.151;Fourniture et pose de serrure (à clé) encastrable à crémone;Unité;150 000;183 335;225 000
03.1.3.4.0.152;Fourniture et pose de Serrure (à clé) pour porte en aluminium;Unité;22 500;29 100;37 500
03.1.3.4.0.153;Fourniture et pose de serrure (à clé) pour porte en aluminium;Unité;27 500;35 000;42 500
03.1.3.4.0.154;Fourniture et pose de serrure de qualité supérieure;Unité;27 500;35 000;42 500
03.1.3.4.0.155;Fourniture et pose de vitre à motif 6 mm;Unité;25 000;29 165;32 500
03.1.3.4.0.156;Fourniture et pose de vitre à motif 8 mm;m²;25 000;29 165;32 500
03.1.3.4.0.157;Fourniture et pose de vitre armée à motif 6 mm;m²;27 500;30 835;35 000
03.1.3.4.0.158;Fourniture et pose de vitre armée à motif 8 mm;m²;27 500;30 835;35 000
03.1.3.4.0.159;Fourniture et pose de vitre armée claire 6 mm;m²;25 000;29 165;32 500
03.1.3.4.0.160;Fourniture et pose de vitre armée claire 8 mm;m²;25 000;29 165;32 500
03.1.3.4.0.161;Fourniture et pose de vitre armée de polie 6 mm;m²;25 000;29 165;32 500
03.1.3.4.0.162;Fourniture et pose de vitre armée de polie 8 mm;m²;25 000;29 165;32 500
03.1.3.4.0.163;Fourniture et pose de vitre armée laminée 6 mm;m²;27 500;30 835;35 000
03.1.3.4.0.164;Fourniture et pose de vitre armée laminée 8 mm;m²;27 500;30 835;35 000
03.1.3.4.0.165;Fourniture et pose de vitre armée réfléchissante  6 mm;m²;27 500;30 835;35 000
03.1.3.4.0.166;Fourniture et pose de vitre armée réfléchissante  8 mm;m²;27 500;30 835;35 000
03.1.3.4.0.167;Fourniture et pose de vitre armée teintée 6 mm;m²;27 500;30 835;35 000
03.1.3.4.0.168;Fourniture et pose de vitre armée teintée 8 mm;m²;27 500;30 835;35 000
03.1.3.4.0.169;Fourniture et pose de vitre armée trempée 6 mm;m²;105 000;126 665;150 000
03.1.3.4.0.170;Fourniture et pose de vitre armée trempée 8 mm;m²;105 000;126 665;150 000
03.1.3.4.0.171;Fourniture et pose de vitre cathédrale 6 mm;m²;27 500;30 835;35 000
03.1.3.4.0.172;Fourniture et pose de vitre cathédrale 8 mm;m²;27 500;30 835;35 000
03.1.3.4.0.173;Fourniture et pose de vitre claire 6 mm;m²;27 500;30 835;35 000
03.1.3.4.0.174;Fourniture et pose de vitre claire 8 mm;m²;27 500;30 835;35 000
03.1.3.4.0.175;Fourniture et pose targette pour armoire;m²;3 000;4 000;5 000
03.1.3.4.0.176;Vernis sur faux plafond meublé;m²;3 500;4 500;5 500
03.1.3.5;ELECTRICITE - CLIMATISATION;;;;
03.1.3.5.0.001;Fourniture et pose de câble U1000 R02V Cu busé avec PVC 4x10mm² y compris tranchée, lit de sable et grillage avertisseur;ml;8 000;9 335;10 500
03.1.3.5.0.002;Fourniture et pose de câble U1000 R02V Cu busé avec PVC 4x16mm² y compris tranchée, lit de sable et grillage avertisseur;ml;10 000;12 000;14 000
03.1.3.5.0.003;Fourniture et pose de câble U1000 R02V Cu busé avec PVC 4x32mm² y compris tranchée, lit de sable et grillage avertisseur;ml;17 000;18 835;20 500
03.1.3.5.0.004;Fourniture et pose de câble armé U1000 R02V Cu de 4x32mm² y compris tranchée, lit de sable et grillage avertisseur;ml;20 000;21 835;23 500
03.1.3.5.0.005;Fourniture et pose de câble U1000 R02V Cu busé avec PVC 160 de 4x64mm² y compris tranchée, lit de sable et grillage avertisseur;ml;50 000;63 335;75 000
03.1.3.5.0.006;Ensemble fourreautage en tube orange de section 9mm² pour la réalisation du réseau électrique;ml;1 500;1 915;2 250
03.1.3.5.0.007;Ensemble fourreautage en tube orange de section 11mm² pour la réalisation  du réseau électrique;ml;2 000;2 500;3 000
03.1.3.5.0.008;Ensemble fourreautage en tube orange de section 13mm² pour la réalisation  du réseau électrique;ml;2 500;3 000;3 500
03.1.3.5.0.009;Ensemble fourreautage en tube ICT  de section 16mm² pour la réalisation du réseau  du réseau électrique;ml;750;965;1 250
03.1.3.5.0.010;Ensemble fourreautage en tube ICT  de section 20mm² pour la réalisation du réseau électrique;ml;1 000;1 250;1 500
03.1.3.5.0.011;Ensemble fourreautage en tube ICT  de section 25mm² pour la réalisation du réseau électrique;ml;1 250;1 500;1 750
03.1.3.5.0.012;Ensemble fourreautage en tube ICT  de section 32mm² pour la réalisation du réseau électrique;ml;1 250;1 500;1 750
03.1.3.5.0.013;Installation câble électrique de section 2x1,5 mm² pour luminaire y compris boite de dérivation sous goulotte;ml;1 000;1 250;1 500
03.1.3.5.0.014;Installation câble électrique de section 2x2,5 mm² pour prise y compris boite de dérivation sous goulotte;ml;1 500;1 915;2 250
03.1.3.5.0.015;Installation câble électrique de section 3x1,5 mm² pour luminaire y compris boite de dérivation sous goulotte;ml;1 500;1 835;2 250
03.1.3.5.0.016;Installation câble électrique de section 3x2,5 mm² pour prise y compris boite de dérivation sous goulotte;ml;2 000;2 335;2 750
03.1.3.5.0.017;Installation câble électrique de section 3x4 mm² pour climatiseur, split y compris boite de dérivation sous goulotte;ml;2 500;2 815;3 100
03.1.3.5.0.018;Installation câble électrique de section 5x4 mm² pour climatiseur armoire y compris boite de dérivation sous goulotte;ml;4 500;4 750;5 000
03.1.3.5.0.019;Mise à la terre en câblage de cuivre de 22 mm² y compris fouille, piquet de terre et toutes sujétion de pose;ml;3 500;4 000;4 500
03.1.3.5.0.020;Mise à la terre en câblage de cuivre de 25 mm² y compris fouille, piquet de terre et toutes sujétion de pose;ml;4 000;4 750;5 500
03.1.3.5.0.021;Mise à la terre en câblage de cuivre de 29 mm² y compris fouille, piquet de terre et toutes sujétion de pose;ml;5 000;5 750;6 500
03.1.3.5.0.022;Coffret électrique de 12 modules de métallique en sallie équipé y compris tableau et toutes sujétions;Unité;175 000;215 000;250 000
03.1.3.5.0.023;Coffret électrique de 24 modules de métallique en sallie équipé y compris toutes sujétions;Unité;450 000;583 335;750 000
03.1.3.5.0.024;Coffret électrique de 36 modules de métallique en sallie équipé y compris toutes sujétions;Unité;750 000;950 000;1 200 000
03.1.3.5.0.025;Coffret électrique de 64 modules de métallique en sallie équipé y compris toutes sujétions;Unité;1 200 000;1 466 665;1 800 000
03.1.3.5.0.026;Coffret électrique de 12 modules de métallique encastré équipé y compris toutes sujétions;Unité;150 000;182 335;225 000
03.1.3.5.0.027;Coffret électrique de 24 modules de métallique encastré équipé y compris toutes sujétions;Unité;350 000;438 335;550 000
03.1.3.5.0.028;Coffret électrique de 36 modules de métallique encastré équipé y compris toutes sujétions;Unité;650 000;770 000;900 000
03.1.3.5.0.029;Coffret électrique de 64 modules de métallique encastré équipé y compris toutes sujétions;Unité;800 000;973 335;1 200 000
03.1.3.5.0.030;Fourniture et pose d'armoire électrique de 96 modules  métallique en sallie équipée avec les éléments de protection;Unité;1 700 000;2 033 335;2 500 000
03.1.3.5.0.031;Fourniture et pose d'armoire électrique 120 modules  métallique en sallie équipée;Unité;2 000 000;2 600 000;3 200 000
03.1.3.5.0.032;Fourniture et pose d'armoire électrique 96 modules  métallique encastré équipée;Unité;1 700 000;2 033 335;2 500 000
03.1.3.5.0.033;Fourniture et pose d'armoire électrique 120 modules  métallique encastré équipée;Unité;2 000 000;2 600 000;3 200 000
03.1.3.5.0.034;Câble informatique y compris goulotte et toutes surjetions;ml;9 500;12 335;15 000
03.1.3.5.0.035;Disjoncteur différentiel de 30A;Ensemble;10 500;12 665;15 000
03.1.3.5.0.036;Disjoncteur DPN de 10A;Unité;8 000;9 665;12 000
03.1.3.5.0.037;Disjoncteur DPN de 16A;Unité;8 000;9 665;12 000
03.1.3.5.0.038;Fourniture  et pose de caisson de protection batterie y compris toutes sujétions de pose;Ensemble;55 000;68 335;85 000
03.1.3.5.0.039;Disjoncteur différentiel de 30A;Unité;70 000;130 000;185 000
03.1.3.5.0.040;Disjoncteur DPN de 10A;Unité;15 000;21 000;30 000
03.1.3.5.0.041;Disjoncteur DPN de 16A;Unité;25 000;33 335;40 000
03.1.3.5.0.042;Fourniture et pose applique mural extérieur y compris luminaire;Unité;12 500;15 835;20 000
03.1.3.5.0.043;Fourniture et pose applique mural intérieur y compris luminaire;Unité;12 500;15 835;20 000
03.1.3.5.0.044;Fourniture et pose applique sanitaire mural y compris luminaire;Unité;12 500;15 835;20 000
03.1.3.5.0.045;Fourniture et pose climatiseur armoire 5 CV  y compris toute sujétion  de pose;Unité;775 000;858 335;950 000
03.1.3.5.0.046;Fourniture et pose climatiseur split système 1 CV  y compris toute sujétion de pose;Unité;225 000;283 335;325 000
03.1.3.5.0.047;Fourniture et pose climatiseur split système 1,5 CV  y compris toute sujétion  de pose;Unité;300 000;328 335;350 000
03.1.3.5.0.048;Fourniture et pose climatiseur split système 2 CV  y compris toute sujétion de pose;Unité;345 000;398 335;450 000
03.1.3.5.0.049;Fourniture et pose climatiseur split système 2,5 CV  y compris toute sujétion  de pose;Unité;400 000;516 665;600 000
03.1.3.5.0.050;Fourniture et pose climatiseur split système 3 CV  y compris toute sujétion de pose;Unité;450 000;583 335;700 000
03.1.3.5.0.051;Fourniture et pose climatiseur rooftop système 5 CV;Unité;750 000;833 335;900 000
03.1.3.5.0.052;Fourniture et pose climatiseur split système type économique 1 CV  y compris toute sujétion  de pose;Unité;350 000;400 000;450 000
03.1.3.5.0.053;Fourniture et pose climatiseur split système  type économique1,5 CV  y compris toute sujétion  de pose;Unité;375 000;416 665;475 000
03.1.3.5.0.054;Fourniture et pose climatiseur split système type économique 2 CV;Unité;425 000;475 000;525 000
03.1.3.5.0.055;Fourniture et pose climatiseur split système  type économique 2,5 CV  y compris toute sujétion  de pose;Unité;450 000;533 335;600 000
03.1.3.5.0.056;Fourniture et pose climatiseur split système type économique 3 CV  y compris toute sujétion  de pose;Unité;550 000;633 335;700 000
03.1.3.5.0.057;Fourniture et pose climatiseur split système  type économique 5 CV  y compris toute sujétion  de pose;Unité;1 200 000;1 533 335;1 900 000
03.1.3.5.0.058;Fourniture et pose climatiseur inverter 1,5 CV  y compris toute sujétion  de pose;Unité;325 000;416 665;500 000
03.1.3.5.0.059;Fourniture et pose climatiseur inverter 2 CV  y compris toute sujétion  de pose;Unité;350 000;450 000;550 000
03.1.3.5.0.060;Fourniture et pose climatiseur inverter 2,5 CV  y compris toute sujétion  de pose;Unité;550 000;616 665;700 000
03.1.3.5.0.061;Fourniture et pose climatiseur inverter 3 CV  y compris toute sujétion  de pose;Unité;525 000;650 000;775 000
03.1.3.5.0.062;Fourniture et pose climatiseur inverter 5 CV  y compris toute sujétion  de pose;Unité;1 750 000;2 133 335;2 500 000
03.1.3.5.0.063;Fourniture et pose climatiseur split système type solaire 1 CV y compris toute sujétion  de pose;Unité;950 000;1 200 000;1 400 000
03.1.3.5.0.064;Fourniture et pose climatiseur split système type solaire 1,5 CV y compris toute sujétion  de pose;Unité;1 250 000;1 483 335;1 700 000
03.1.3.5.0.065;Fourniture et pose climatiseur split système type solaire 2 CV y compris toute sujétion  de pose;Unité;1 700 000;1 900 000;2 100 000
03.1.3.5.0.066;Fourniture et pose climatiseur split système type solaire 2,5 CV y compris toute sujétion  de pose;Unité;1 900 000;2 116 665;2 250 000
03.1.3.5.0.067;Fourniture et pose climatiseur split système type solaire 3 CV y compris toute sujétion  de pose;Unité;2 000 000;2 233 335;2 500 000
03.1.3.5.0.068;Fourniture et pose climatiseur split système type solaire 5 CV y compris toute sujétion  de pose;Unité;2 500 000;3 166 665;4 000 000
03.1.3.5.0.069;Fourniture et pose brasseur d'air + rhéostat;Unité;50 000;61 665;75 000
03.1.3.5.0.070;Fourniture et pose ampoule avec système de détection de présence y compris toutes sujétions de pose;Unité;18 000;23 500;30 000
03.1.3.5.0.071;Fourniture et pose  batterie solaire AMG de 100 Ah-12V y compris toutes sujétions de pose;Unité;150 000;190 000;220 000
03.1.3.5.0.072;Fourniture et pose batterie solaire AMG de 150 Ah-12V y compris toutes sujétions de pose;Unité;200 000;225 000;250 000
03.1.3.5.0.073;Fourniture et pose batterie solaire AMG de 200 Ah-12V y compris toutes sujétions de pose;Unité;225 000;275 000;325 000
03.1.3.5.0.074;Fourniture et pose batterie solaire AMG  de 250 Ah-12V y compris toutes sujétions de pose;Unité;250 000;300 000;350 000
03.1.3.5.0.075;Fourniture et pose  batterie solaire AMG de 300 Ah-12V y compris toutes sujétions de pose;Unité;300 000;350 000;400 000
03.1.3.5.0.076;Fourniture et pose  batterie solaire GEL de 100 Ah-12V y compris toutes sujétions de pose;Unité;150 000;180 000;220 000
03.1.3.5.0.077;Fourniture et pose batterie solaire GEL de 150 Ah-12V y compris toutes sujétions de pose;Unité;180 000;216 665;250 000
03.1.3.5.0.078;Fourniture et pose batterie solaire GEL de 200 Ah-12V y compris toutes sujétions de pose;Unité;150 000;183 335;200 000
03.1.3.5.0.079;Fourniture et pose batterie solaire GEL de 250 Ah-12V y compris toutes sujétions de pose;Unité;225 000;275 000;325 000
03.1.3.5.0.080;Fourniture et pose  batterie solaire GEL de 300 Ah-12V y compris toutes sujétions de pose;Unité;275 000;333 335;375 000
03.1.3.5.0.081;Fourniture et pose  batterie solaire Lithium de 100 Ah-12V y compris toutes sujétions de pose;Unité;200 000;250 000;325 000
03.1.3.5.0.082;Fourniture et pose batterie solaire Lithium de 150 Ah-12V y compris toutes sujétions de pose;Unité;300 000;366 665;450 000
03.1.3.5.0.083;Fourniture et pose batterie solaire Lithium de 200 Ah-12V y compris toutes sujétions de pose;Unité;300 000;383 335;475 000
03.1.3.5.0.084;Fourniture et pose batterie solaire Lithium de 250 Ah-12V y compris toutes sujétions de pose;Unité;325 000;408 335;500 000
03.1.3.5.0.085;Fourniture et pose  batterie solaire Lithium de 300 Ah-12V y compris toutes sujétions de pose;Unité;350 000;433 335;525 000
03.1.3.5.0.086;Fourniture et pose  batterie solaire Lithium de 300 Ah-2V y compris toutes sujétions de pose;Unité;300 000;383 335;450 000
03.1.3.5.0.087;Fourniture et pose  batterie solaire Lithium de 400 Ah-2V y compris toutes sujétions de pose;Unité;350 000;450 000;550 000
03.1.3.5.0.088;Fourniture et pose  batterie solaire Lithium de 500 Ah-2V y compris toutes sujétions de pose;Unité;400 000;483 335;575 000
03.1.3.5.0.089;Fourniture et pose  batterie solaire Lithium de 800 Ah-2V y compris toutes sujétions de pose;Unité;450 000;550 000;650 000
03.1.3.5.0.090;Fourniture et pose panneau solaire photo voltaïque 250w -12v y compris toutes sujétions de pose;Unité;150 000;176 665;200 000
03.1.3.5.0.091;Fourniture et pose panneau solaire photo voltaïque 280w -12v y compris toutes sujétions de pose;Unité;200 000;223 335;250 000
03.1.3.5.0.092;Fourniture et pose panneau solaire photo voltaïque 300w -12v y compris toutes sujétions de pose;Unité;220 000;256 665;300 000
03.1.3.5.0.093;Fourniture et pose de convertisseur hybride de 1KVA y compris toute sujétion de pose;Unité;120 000;146 665;170 000
03.1.3.5.0.094;Fourniture et pose de convertisseur hybride de 2KVA y compris toute sujétion de pose;Unité;125 000;158 335;200 000
03.1.3.5.0.095;Fourniture et pose de convertisseur hybride de 3KVA y compris toute sujétion de pose;Unité;150 000;183 335;225 000
03.1.3.5.0.096;Fourniture et pose de convertisseur hybride de 4KVA y compris toute sujétion de pose;Unité;175 000;202 335;250 000
03.1.3.5.0.097;Fourniture et pose de convertisseur hybride de 5KVA y compris toute sujétion de pose;Unité;200 000;250 000;325 000
03.1.3.5.0.098;Fourniture et pose régulateur de charge 5A-12V y compris toutes sujétion de pose;Unité;35 000;43 335;50 000
03.1.3.5.0.099;Fourniture et pose régulateur de charge 10A-12V y compris toutes sujétion de pose;Unité;60 000;66 665;75 000
03.1.3.5.0.100;Fourniture et pose régulateur de charge 15A-12V y compris toutes sujétion de pose;Unité;75 000;78 335;85 000
03.1.3.5.0.101;Fourniture et pose régulateur de charge 20A-12V y compris toutes sujétion de pose;Unité;110 000;140 000;170 000
03.1.3.5.0.102;Fourniture et pose régulateur de charge 30A-24V y compris toutes sujétion de pose;Unité;140 000;166 665;190 000
03.1.3.5.0.103;Fourniture et pose régulateur de charge 40A-24V y compris toutes sujétion de pose;Unité;150 000;176 665;200 000
03.1.3.5.0.104;Fourniture et pose régulateur de charge 50A-24V y compris toutes sujétion de pose;Unité;155 000;178 335;205 000
03.1.3.5.0.105;Fourniture et pose régulateur de charge 60A-48V y compris toutes sujétion de pose;Unité;160 000;190 000;210 000
03.1.3.5.0.106;Fourniture et pose régulateur de charge 80A-48V y compris toutes sujétion de pose;Unité;180 000;220 000;250 000
03.1.3.5.0.107;Fourniture et pose tele rupteur;Unité;10 000;12 665;15 000
03.1.3.5.0.108;Fourniture et pose ventilateur plafonnier;Unité;45 000;55 000;65 000
03.1.3.5.0.109;Fourniture et pose ventilateur sur pieds;Unité;45 000;58 335;75 000
03.1.3.5.0.110;Fourniture et pose Disjoncteur DPN 10A;Unité;7 500;9 665;12 000
03.1.3.5.0.111;Fourniture et pose Disjoncteur DPN 16A;Unité;7 500;9 665;12 000
03.1.3.5.0.112;Fourniture et pose Disjoncteur DPN 30 A;Unité;7 500;9 665;12 000
03.1.3.5.0.113;Fourniture et pose Disjoncteur monophasé différentiel 10A;Unité;25 000;30 000;35 000
03.1.3.5.0.114;Fourniture et pose Disjoncteur triphasé  différentiel 10A;Unité;35 000;45 000;55 000
03.1.3.5.0.115;Fourniture et pose Disjoncteur monophasé différentiel 20A;Unité;50 000;63 335;75 000
03.1.3.5.0.116;Fourniture et pose Disjoncteur triphasé différentiel 20A;Unité;145 000;188 335;225 000
03.1.3.5.0.117;Fourniture et pose d'un groupe électrogène 5 KVA;Unité;1 350 000;1 700 000;2 000 000
03.1.3.5.0.118;Fourniture et pose d'un groupe électrogène 10 KVA;Unité;2 750 000;3 333 335;4 000 000
03.1.3.5.0.119;Fourniture et pose d'un groupe électrogène 15 KVA;Unité;3 500 000;4 500 000;5 500 000
03.1.3.5.0.120;Fourniture et pose d'un groupe électrogène 20 KVA;Unité;6 000 000;7 500 000;9 500 000
03.1.3.5.0.121;Fourniture et pose d'un groupe électrogène 25 KVA;Unité;5 000 000;6 500 000;8 000 000
03.1.3.5.0.122;Fourniture et pose d'un groupe électrogène 30 KVA;Unité;9 000 000;10 666 665;13 000 000
03.1.3.5.0.123;Fourniture et pose d'un groupe électrogène 40 KVA;Unité;11 000 000;12 666 665;15 000 000
03.1.3.5.0.124;Fourniture et pose d'un groupe électrogène 50 KVA;Unité;15 000 000;17 166 665;19 000 000
03.1.3.5.0.125;Fourniture et pose d'un groupe électrogène 70 KVA;Unité;17 500 000;19 833 335;22 000 000
03.1.3.5.0.126;Fourniture et pose d'un groupe électrogène 80 KVA;Unité;22 000 000;24 666 665;27 000 000
03.1.3.5.0.127;Fourniture et pose d'un groupe électrogène 90 KVA;Unité;27 500 000;29 666 665;32 000 000
03.1.3.5.0.128;Fourniture et pose d'un groupe électrogène 100 KVA;Unité;37 500 000;41 833 335;46 000 000
03.1.3.5.0.129;Fourniture et pose d'un groupe électrogène 120 KVA;Unité;45 000 000;48 333 335;52 000 000
03.1.3.5.0.130;Fourniture et pose bouton poussoir y compris toutes sujétions de pose;Unité;7 000;9 000;11 000
03.1.3.5.0.131;Fourniture et pose  interrupteur double allumage y compris toutes sujétions de pose;Unité;5 000;6 500;8 000
03.1.3.5.0.132;Fourniture et pose  interrupteur simple allumage y compris toutes sujétions de pose;Unité;5 000;6 500;8 000
03.1.3.5.0.133;Fourniture et pose  interrupteur Va et Vient y compris toutes sujétions de pose;Unité;5 000;6 500;8 000
03.1.3.5.0.134;Fourniture et pose interrupteur étanche  y compris toutes sujétions de pose;Unité;5 000;6 500;8 000
03.1.3.5.0.135;Fourniture et pose interrupteur crepusculaire y compris toutes sujétions de pose;Unité;7 000;9 000;11 000
03.1.3.5.0.136;Fourniture et pose  luminaire  120 LED de 22W;Unité;12 500;15 000;17 500
03.1.3.5.0.137;Fourniture et pose  luminaire  120 étanche LED de 22W;Unité;17 500;20 835;25 000
03.1.3.5.0.138;Fourniture et pose  luminaire 60 LED de 22W;Unité;10 000;12 500;15 000
03.1.3.5.0.139;Fourniture et pose  luminaire 60 étanche LED de 22W;Unité;17 500;20 000;22 500
03.1.3.5.0.140;Fourniture et pose  luminaire 120 LED de 20W;Unité;12 500;15 000;17 500
03.1.3.5.0.141;Fourniture et pose  luminaire 120 étanche LED de 20W;Unité;17 500;20 835;25 000
03.1.3.5.0.142;Fourniture et pose  luminaire 60 LED de 20W;Unité;10 000;12 500;15 000
03.1.3.5.0.143;Fourniture et pose  luminaire 60 étanche LED de 20W;Unité;17 500;20 000;22 500
03.1.3.5.0.144;Fourniture et pose  luminaire 120 LED de 18W;Unité;10 000;12 500;15 000
03.1.3.5.0.145;Fourniture et pose  luminaire 120 étanche LED de 18W;Unité;17 500;20 000;22 500
03.1.3.5.0.146;Fourniture et pose  luminaire 60  LED de 18W;Unité;10 000;12 500;15 000
03.1.3.5.0.147;Fourniture et pose  luminaire 60 étanche LED de 18W;Unité;15 000;17 500;20 000
03.1.3.5.0.148;Fourniture et pose  luminaire réglette complète  120 fluorescent;Unité;10 000;12 500;15 000
03.1.3.5.0.149;Fourniture et pose  luminaire 120 étanche fluorescent;Unité;17 500;20 000;22 500
03.1.3.5.0.150;Fourniture et pose  luminaire 60 fluorescent;Unité;10 000;12 500;15 000
03.1.3.5.0.151;Fourniture et pose luminaire type solaire;Unité;90 000;105 000;120 000
03.1.3.5.0.152;Fourniture et pose luminaire avec système de détection de présence y compris toutes sujétions de pose;Unité;125 000;151 665;180 000
03.1.3.5.0.153;Fourniture et pose  lustre  y compris toutes sujétions de pose;Unité;250 000;316 665;400 000
03.1.3.5.0.154;Fourniture et pose  poste  téléphonique  y compris toutes sujétions de pose;Unité;65 000;83 335;100 000
03.1.3.5.0.155;Fourniture et pose  prises  courant 2P +T;Unité;5 000;6 000;7 000
03.1.3.5.0.156;Fourniture et pose  prises  courant 2P +T  10/16A;Unité;5 000;6 000;7 000
03.1.3.5.0.157;Fourniture et pose d'un coffret de brassage pivotant à clé, vitrée, 6U et accessoires;Unité;125 000;150 000;175 000
03.1.3.5.0.158;Fourniture et pose d'un coffret de brassage pivotant à clé, vitrée, 12U et accessoires;Unité;275 000;333 335;375 000
03.1.3.5.0.159;Fourniture et pose d'un coffret de brassage pivotant à clé, vitrée, 24U et accessoires;Unité;350 000;408 335;450 000
03.1.3.5.0.160;Fourniture et pose d'un coffret de brassage pivotant à clé, vitrée, 48U et accessoires;Unité;550 000;608 335;650 000
03.1.3.5.0.161;Fourniture et pose de switch  6 ports;Unité;22 500;25 835;30 000
03.1.3.5.0.162;Fourniture et pose de switch  12 ports;Unité;22 500;29 165;35 000
03.1.3.5.0.163;Fourniture et pose de switch  24 ports;Unité;27 500;34 165;40 000
03.1.3.5.0.164;Fourniture et pose de switch  48 ports;Unité;35 000;42 500;50 000
03.1.3.5.0.165;Fourniture et pose de panneaux de brassage  6 ports;Unité;125 000;150 000;175 000
03.1.3.5.0.166;Fourniture et pose de panneaux de brassage  12 ports;Unité;150 000;175 000;200 000
03.1.3.5.0.167;Fourniture et pose de panneaux de brassage  24 ports;Unité;150 000;178 335;200 000
03.1.3.5.0.168;Fourniture et pose de panneaux de brassage  48 ports;Unité;175 000;216 665;250 000
03.1.3.5.0.169;Fourniture et pose de cordons RJ45 sous golotte;ml;15 000;16 665;20 000
03.1.3.5.0.170;Fourniture et pose de câble téléphonique RJ11 sous goulotte;ml;9 500;12 335;15 000
03.1.3.5.0.171;Fourniture et pose de prise informatique RJ 45;Unité;20 000;23 335;25 000
03.1.3.5.0.172;Fourniture et pose de prise téléphonique RJ 45;Unité;20 000;22 500;25 000
03.1.3.6;PLOMBERIE - SANITAIRES;;;;
03.1.3.6.0.001;Fourniture et pose Colonne de douche;Unité;17 500;20 835;25 000
03.1.3.6.0.002;Fourniture et pose Colonne de douche double;Unité;45 000;58 335;75 000
03.1.3.6.0.003;Fourniture et pose d' extincteur à poudre;Unité;65 000;83 335;100 000
03.1.3.6.0.004;Fourniture et pose de baignoire;Unité;625 000;725 000;800 000
03.1.3.6.0.005;Fourniture et pose de bidet;Unité;110 000;136 665;175 000
03.1.3.6.0.006;Fourniture et pose de cabine de douche;Unité;225 000;291 665;350 000
03.1.3.6.0.007;Fourniture et pose de flexible pour baignoire en cuivre;Unité;625 000;725 000;800 000
03.1.3.6.0.008;Fourniture et pose de flexible pour baignoire en inox;Unité;625 000;725 000;800 000
03.1.3.6.0.009;Fourniture et pose de flexible pour baignoire en laiton;Unité;625 000;725 000;800 000
03.1.3.6.0.010;Fourniture et pose de flexible pour baignoire en plastique;Unité;250 000;325 000;400 000
03.1.3.6.0.011;Fourniture et pose de flexible pour évier en cuivre;Unité;3 500;4 250;5 000
03.1.3.6.0.012;Fourniture et pose de flexible pour évier en inox;Unité;3 500;4 250;5 000
03.1.3.6.0.013;Fourniture et pose de flexible pour évier en laiton;Unité;3 500;4 250;5 000
03.1.3.6.0.014;Fourniture et pose de flexible pour évier en plastique;Unité;3 500;4 250;5 000
03.1.3.6.0.015;Fourniture et pose de glace (miroir) biseautée en inox;Unité;15 000;19 335;25 000
03.1.3.6.0.016;Fourniture et pose de glace (miroir) biseautée en inox;Unité;15 000;19 335;25 000
03.1.3.6.0.017;Fourniture et pose de glace (miroir) biseautée en plastique;m²;15 000;19 335;25 000
03.1.3.6.0.018;Fourniture et pose de jacuzzi y compris toutes sujétions;Unité;1 500 000;1 933 335;2 500 000
03.1.3.6.0.019;Fourniture et pose de joint de plomberie 10;Unité;1 250;1 585;2 000
03.1.3.6.0.020;Fourniture et pose de joint de plomberie 12;Unité;1 250;1 585;2 000
03.1.3.6.0.021;Fourniture et pose de joint de plomberie 15;Unité;1 250;1 585;2 000
03.1.3.6.0.022;Fourniture et pose de joint de plomberie 16;Unité;1 250;1 585;2 000
03.1.3.6.0.023;Fourniture et pose de joint de plomberie 20;Unité;1 250;1 585;2 000
03.1.3.6.0.024;Fourniture et pose de joint de plomberie 22;Unité;1 250;1 585;2 000
03.1.3.6.0.025;Fourniture et pose de joint de plomberie 30;Unité;1 250;1 585;2 000
03.1.3.6.0.026;Fourniture et pose de joint de plomberie 34;Unité;1 250;1 585;2 000
03.1.3.6.0.027;Fourniture et pose de joint de plomberie 45;Unité;1 250;1 585;2 000
03.1.3.6.0.028;Fourniture et pose de joint de plomberie 8;Unité;1 250;1 585;2 000
03.1.3.6.0.029;Fourniture et pose de joint de plomberie 9;Unité;1 250;1 585;2 000
